RowID,PolType,PolicyNo,ForeName,Surname,Addr1,Addr2,Addr3,Postcode,DOB,mobile,eMail,RegNo,DrvLicNo,DeviceID,ABICode,ALFKey,Date_Inc,Date_Exp,OrinDate,CanDate
2021,Van,VAN434202442,EMMA,Taylor,165 Mill Road,Brighton,East Sussex,BN322FJ,24/01/78,07161559611,EMMATaylor@vodafone.uk,SN29YFF,Taylor31132567,d31875776,abi57646887369,ALF0999344,22/07/15,14/08/16,09/02/15,02/01/17
2022,HH,HH4317772734,ALBIE,Clark,653 Barn Close,Norwich,Norfolk,NH546CC,02/10/65,07610543828,ALBIE_Clark@yahoo.com,,,d24157775,,ALF1953891,14/09/15,14/01/17,28/02/18,18/07/18
2023,Van,VAN932490840,ARCHIE,Phillips,848 Chatham Celyn,Bristol,Avon,BL157XR,11/11/48,07525506555,A@Phillips.com,WA88TRK,Phillip41227463,d6080884,abi79219859162,ALF6711351,08/12/17,02/04/15,06/03/18,26/08/15
2024,Motor,MOT271397690,FINLEY,Campbell,345 Pound Close,Huddersfield,West Yorkshire,HD697VZ,24/05/96,07439946565,FINLEYCampbell@hotmail.com,IB47OKH,Campbel2464013,d38081038,abi85819322365,ALF6740722,05/03/19,15/10/18,29/03/15,23/11/17
2025,Motor,MOT177172372,LUNA,Russell,568 Oak Lane,Norwich,Norfolk,NH245VS,16/07/77,07838226888,LRussell@godaddy.co.uk,CB45FAF,Russell62483209,d20809065,abi10078839436,ALF2773861,29/11/16,20/11/16,23/11/15,17/09/18
2026,Motor,MOT036758728,LUNA,Russell,568 Oak Lane,Norwich,Norfolk,NH245VS,16/07/77,07838226888,LRussell@godaddy.co.uk,MG49FUH,Russell62483209,d20809065,abi79341169385,ALF2773861,14/07/17,30/04/17,18/10/17,24/02/15
2027,MP,MP9549819857,JACOB,Ellis,319 Oak Lane,Huddersfield,West Yorkshire,HD582MH,14/04/85,07985385330,JACOBEllis@plusnet.co.uk,HE41SLR,Ellis85843099,d81278859,abi31643428117,ALF3866681,03/08/15,07/07/15,27/07/18,26/11/18
2028,Van,VAN431521267,BEATRICE,Jenkins,107 Cambridge Road,Dudley,West Midlands,DY430BR,19/05/47,07571494027,BEATRICE_Jenkins337@vodafone.uk,ZD10RMX,Jenkins51474782,d8472860,abi44979289357,ALF8589810,16/06/18,29/03/18,19/03/16,12/01/15
2029,HH,HH9033797390,ZACHARY,Williams,192 Kingsway,Bolton,Greater Manchester,BO483ZV,30/04/46,07136883660,ZACHARY_Williams233@yahoo.com,,,d61096435,,ALF8676505,20/08/18,16/08/15,02/03/18,19/06/15
2030,Loans,LOA836832894,NOAH,Cooper,443 Barn Close,Newcastle-upon-Tyne,Tyne and Wear,NC530JR,25/11/53,07154990208,N_Cooper245@o2.uk,,,d5853884,,ALF3126474,01/02/17,21/12/18,11/08/18,24/05/17
2031,MP,MP1884176970,DARCY,Barnes,705 Cresswell Moor,Bradford,West Yorkshire,BR456ST,05/10/45,07106308873,DARCYBarnes237@aol.com,IP89CPD,Barnes4042316,d73130108,abi30632462510,ALF0144047,16/06/16,22/10/17,14/11/17,18/04/18
2032,Loans,LOA868140735,CHARLIE,Lloyd,487 Rowan Avenue,Glasgow,Clyde,GW539XU,31/01/99,07025713322,CHARLIELloyd249@talktalk.net,,,d22110648,,ALF5321630,25/10/15,22/07/18,15/02/16,27/02/19
2033,Van,VAN260186933,AUSTIN,Bell,100 Park Lane,Derby,Derbyshire,DB334OP,07/12/01,07130981001,AUSTINBell578@yahoo.co.uk,AA30OGQ,Bell66133972,d10404506,abi10607394032,ALF2988860,25/01/15,23/11/15,27/11/16,30/04/17
2034,MP,MP5068410003,BEATRICE,Fisher,315 Ambleside Park,Swindon,Wiltshire,SW595WI,10/04/73,07346675827,BFisher274@ee.com,OC79IRQ,Fisher23108342,d56000333,abi16941748215,ALF1944244,08/09/15,22/05/17,19/07/18,28/02/18
2035,Loans,LOA197039513,MOHAMMED,Anderson,480 New Lane,Sunderland,Tyne and Wear,SD817VX,01/12/81,07468060811,MOHAMMEDAnderson668@googlemail.com,,,d14713830,,ALF8819609,17/02/15,02/03/18,27/08/16,01/03/16
2036,MP,MP3145646310,MATTHEW,Clark,30 Beach Wynd,Chelmsford,Essex,CH715MI,31/12/95,07843132079,MATTHEWClark496@aol.com,GO30VJD,Clark49483648,d30337509,abi65179070509,ALF3750304,02/01/15,07/12/17,12/03/15,18/07/17
2037,Travel,TRA097445928,AVA,Richardson,911 Churchill Road,Birmingham,West Midlands,BM435NW,29/08/47,07442348206,AVARichardson@ee-mail.uk.com,,,d43122383,,ALF5936901,03/09/15,08/05/18,27/05/17,08/04/17
2038,MP,MP6273915278,JOSHUA,Evans,209 Grove Road,Oxford,Oxfordshire,OX558VU,23/03/61,07675002738,JOSHUA_Evans257@plusnet.co.uk,RH97WGI,Evans23032767,d85407464,abi80307522681,ALF0414092,16/10/15,24/06/15,25/06/16,17/06/17
2039,Travel,TRA336654620,LEAH,Robinson,10 Mill Road,Dundee,Angus,DD220PZ,08/05/56,07092237789,LEAHRobinson@icloud.co.uk,,,d56512307,,ALF9681518,10/04/19,31/03/16,25/05/15,03/09/17
2040,Van,VAN580068475,NATHAN,Cook,27 Park Terrace,Stockton-on-Tees,County Durham,SK756SQ,29/10/47,07564260836,NATHANCook982@o2.com,LZ93WXX,Cook56480460,d90583144,abi98278228681,ALF7949773,03/10/18,01/08/16,31/03/15,28/10/18
2041,HH,HH1736544302,DANIEL,Barnes,219 Carnoustie Moor,Dundee,Angus,DD761RL,03/06/79,07466959674,DBarnes@vodafone.com,,,d52937977,,ALF0898576,28/09/16,17/04/17,29/11/18,12/10/15
2042,HH,HH4023014157,MOLLY,Dixon,548 Victoria Street,Swansea,West Glamorgan,SA468TP,05/06/71,07150141887,MDixon520@googlemail.com,,,d9158699,,ALF9453629,05/08/15,04/02/19,09/05/17,10/03/18
2043,Van,VAN523547426,FREDDIE,Wilson,165 Lloyd Elms,Kingston-upon-Hull,East Riding of Yorkshire,HL281AX,18/10/39,07840095243,FREDDIE_Wilson@yahoo.co.uk,VR99OJI,Wilson58278440,d35423879,abi89385165623,ALF1885440,26/09/16,24/02/17,01/06/17,08/09/16
2044,MP,MP0307605271,JACOB,Cook,56 Bridle Parade,Oxford,Oxfordshire,OX420OT,06/11/93,07134297962,JACOBCook279@bt.com,HB38MWW,Cook88190909,d73192365,abi82438900072,ALF3768106,17/08/16,25/07/15,26/07/18,19/11/18
2045,MP,MP8028424344,AUSTIN,Wilson,964 Agate Court,Ipswich,Suffolk,IP601GZ,20/02/73,07834438821,A_Wilson549@bt.com,QH68CMF,Wilson15262710,d10956046,abi77585713749,ALF4607725,21/03/15,19/03/19,13/11/16,23/02/15
2046,Loans,LOA422865115,VICTORIA,Harris,660 Aberdeen Mead,Bradford,West Yorkshire,BR310TZ,25/04/74,07002818494,VHarris@yahoo.com,,,d76458868,,ALF7876297,24/11/17,24/09/16,09/12/16,12/08/15
2047,Travel,TRA022144337,GEORGE,Kelly,890 King Edward Road,Dundee,Angus,DD146JE,06/05/99,07508465105,GEORGEKelly608@talktalk.net,,,d8945164,,ALF8783407,31/10/16,03/07/17,11/10/15,19/10/15
2048,Loans,LOA497709486,ABIGAIL,Richards,852 Milton Valley,Bristol,Avon,BL671RF,02/08/35,07870410636,ABIGAILRichards529@plusnet.co.uk,,,d54972983,,ALF0164342,18/05/18,18/01/19,09/03/17,05/03/16
2049,Van,VAN333538928,JESSE,Matthews,824 Middle Road,Swindon,Wiltshire,SW988YJ,09/05/94,07481333250,JESSEMatthews552@ee.co.uk,AT74XPN,Matthew58268816,d76220362,abi05066735654,ALF1570570,03/12/15,14/07/16,18/07/16,19/04/16
2050,Travel,TRA029980843,FINLEY,Robinson,63 Lovegrove Street,Milton Keynes,Buckinghamshire,MK930KP,02/12/48,07352164196,FINLEYRobinson178@virginmail.com,,,d50816289,,ALF9093576,06/03/16,08/03/16,05/01/15,02/07/17
2051,Van,VAN759504511,JESSICA,Russell,141 South Street,Birmingham,West Midlands,BM623SE,24/05/38,07216904736,JESSICA_Russell@mail.com,GP91GJU,Russell95304884,d68616204,abi09534954134,ALF9710191,23/06/16,13/02/18,21/08/17,17/10/16
2052,MP,MP4922170624,ARTHUR,Jones,189 Dorset Road,Coventry,West Midlands,CV836YI,23/02/74,07708489576,AJones315@yahoo.co.uk,ED81PTN,Jones95758971,d77859758,abi04651738193,ALF8402452,20/01/15,16/09/17,27/03/15,17/06/17
2053,Loans,LOA073766564,EMILY,Ward,309 Selwyn Walk,Bournemouth,Dorset,BH733MU,06/12/40,07763948288,EMILYWard@vodafone.uk,,,d49998676,,ALF9857796,22/07/15,08/03/15,22/05/16,21/12/18
2054,Travel,TRA494183990,CLARA,Griffiths,555 Harding Leys,Preston,Lancashire,PR518TA,05/02/41,07026530316,CLARAGriffiths@hotmail.com,,,d62878656,,ALF4049249,20/04/19,01/05/18,28/08/18,27/04/15
2055,Travel,TRA432120106,ROSE,Miller,431 Ferryhills Close,Bolton,Greater Manchester,BO631ZD,18/12/00,07256905515,R_Miller42@googlemail.co.uk,,,d66524824,,ALF8732910,09/02/15,01/11/16,06/11/16,09/03/18
2056,HH,HH1756451190,ARIA,Ali,501 Milton Close,York,North Yorkshire,YK101MI,18/06/01,07995242350,AAli657@plusnet.com,,,d14896871,,ALF6586991,12/02/17,17/12/15,13/03/15,28/02/17
2057,Van,VAN371444113,OLIVIA,Begum,19 Jasmine Close,Dudley,West Midlands,DY970LD,20/07/78,07498762919,OLIVIA_Begum834@virgin.com,DF11GAF,Begum37706977,d89005845,abi62765354984,ALF0538277,09/06/17,12/05/17,11/08/17,11/04/17
2058,MP,MP9247146810,OSCAR,Ali,828 Harding Leys,Southampton,Hampshire,SO756JV,25/12/77,07978990447,OAli@icloud.co.uk,HJ31DMV,Ali29948236,d77959018,abi26487370207,ALF1020093,23/03/18,22/02/15,28/12/17,24/04/19
2059,Van,VAN550023380,HENRY,Lee,310 Windsor Street,Newcastle-upon-Tyne,Tyne and Wear,NC373MU,06/08/00,07513130416,HENRY_Lee321@o2.uk,SW49BNH,Lee85569683,d89053666,abi05089936658,ALF8307915,04/08/16,22/06/17,07/11/16,24/03/18
2060,Travel,TRA006929399,FREYA,Jones,73 Howard Street,Warrington,Cheshire,WA325RY,18/02/37,07594256876,FREYAJones@hotmail.com,,,d98903525,,ALF8166503,03/02/17,11/09/16,07/10/18,02/11/16
2061,MP,MP9526423151,GEORGE,Turner,107 Park Terrace,Manchester,Greater Manchester,MN722QA,28/01/64,07414893437,GEORGETurner741@yahoo.com,PF65MEH,Turner48805635,d23393046,abi81911624823,ALF3863374,25/05/17,01/10/18,15/07/17,28/01/16
2062,HH,HH9966234528,ELLA,Kelly,48 Albert Meadows,Mansfield,Nottinghamshire,MD235FT,13/01/64,07609401271,E_Kelly@ee.com,,,d94166121,,ALF5015958,14/11/16,14/12/16,09/10/17,17/06/17
2063,HH,HH2125458951,ISAAC,Matthews,838 Kensington Piece,Swansea,West Glamorgan,SA107MX,16/05/92,07348496905,ISAACMatthews@plusnet.co.uk,,,d85793697,,ALF2443100,07/06/17,13/02/18,01/10/16,25/09/17
2064,Travel,TRA345958698,CALEB,Davies,998 Pinewood Close,Warrington,Cheshire,WA450JF,24/06/39,07412499766,CALEBDavies@o2.uk,,,d30704716,,ALF7255658,17/11/18,22/10/16,26/10/18,05/01/16
2065,Travel,TRA853802935,ABIGAIL,Collins,157 Harding Leys,Belfast,Ulster,BF803GV,15/12/84,07656850420,ACollins@ee.co.uk,,,d13694330,,ALF9365290,12/11/18,14/08/18,03/02/17,06/08/16
2066,Travel,TRA533316772,MUHAMMAD,Singh,839 Colchester Crest,Nottingham,Nottinghamshire,NT966YG,14/05/78,07857313512,MUHAMMAD_Singh@virgin.com,,,d1236769,,ALF3298376,23/06/18,28/09/18,23/08/15,17/11/18
2067,HH,HH1090525178,HARLEY,Parker,140 Queen Street,Reading,Berkshire,RG575ET,27/03/78,07949275700,HARLEYParker@googlemail.co.uk,,,d29945938,,ALF0584606,31/08/18,14/02/17,09/06/17,04/06/18
2068,Motor,MOT492107955,LAYLA,Barker,890 Manchester Road,Huddersfield,West Yorkshire,HD388IU,10/03/51,07501922628,LAYLA_Barker654@o2.co.uk,WL72OUF,Barker93541074,d89727046,abi95834426168,ALF0481756,22/09/18,28/06/17,09/10/15,24/09/17
2069,Travel,TRA991809853,AUSTIN,Gray,489 New Lane,Kingston-upon-Hull,East Riding of Yorkshire,HL996CE,11/08/49,07673636469,AUSTIN_Gray982@godaddy.co.uk,,,d42710434,,ALF7399572,22/11/15,14/10/16,25/04/17,16/01/15
2070,Loans,LOA042532130,ELIZA,Powell,20 North Road,Glasgow,Clyde,GW701KV,06/01/57,07393746562,EPowell@virgin.uk.mail,,,d37177799,,ALF2239653,16/04/18,06/06/17,08/11/18,06/02/15
2071,HH,HH2417866757,ZARA,Stevens,432 Abbotts Link,Stockton-on-Tees,County Durham,SK513AQ,18/12/53,07697499047,ZARAStevens@googlemail.co.uk,,,d4708309,,ALF8879170,10/05/15,18/03/19,08/01/16,23/05/17
2072,Motor,MOT019398877,EDWARD,Bennett,923 Cannon Sidings,Cambridge,Cambridgeshire,CE219KB,23/10/50,07175527935,EDWARD_Bennett443@icloud.com,WI42CKP,Bennett61203495,d39815851,abi24982957716,ALF0514094,24/01/15,26/11/15,25/01/16,05/10/15
2073,HH,HH5539256949,EDITH,Price,813 Kirklatch Court,Doncaster,South Yorkshire,DR356XJ,05/04/51,07746465746,EDITHPrice510@sky.com,,,d14470311,,ALF9131047,10/06/16,15/03/19,28/02/18,20/12/18
2074,Motor,MOT008770376,EDITH,Murphy,715 St Pancras Way,Cardiff,South Glamorgan,CF400KG,18/12/79,07330958200,EDITHMurphy@aol.com,OA47LEJ,Murphy23107444,d19132686,abi74389686157,ALF0196791,08/02/18,08/05/15,24/09/17,14/10/16
2075,MP,MP4700750602,REGGIE,Hussain,469 Selwyn Walk,Dundee,Angus,DD971BR,04/05/88,07705911121,REGGIE_Hussain@plusnet.co.uk,EP33JJW,Hussain85746462,d38396668,abi64486050951,ALF0357869,09/06/18,17/04/15,14/05/17,17/10/18
2076,HH,HH8138644281,POPPY,Marshall,41 Craig Ddu,London,Greater London,LO416IO,31/07/84,07970217444,POPPY_Marshall@sky.com,,,d16740596,,ALF3095011,05/10/15,24/01/17,03/11/17,14/02/16
2077,HH,HH4847022246,ALFIE,Matthews,797 Park Avenue,Southend-on-Sea,Essex,SS205QC,10/09/50,07870068146,ALFIEMatthews@o2.uk,,,d8907228,,ALF7757412,03/07/18,20/12/16,01/06/15,29/05/18
2078,Loans,LOA263620556,EDWARD,Cox,724 Cambridge Road,Plymouth,Devon,PY920EK,04/10/68,07952635627,E_Cox@bt.com,,,d54396536,,ALF2981973,01/07/17,17/04/16,21/09/18,05/04/19
2079,Motor,MOT648093276,SUMMER,Turner,421 Coniston Close,Derby,Derbyshire,DB252BI,01/11/80,07556875741,STurner@ee.co.uk,GG97NTL,Turner37585007,d59761392,abi77083716569,ALF9018307,02/08/16,11/12/17,29/01/16,17/01/18
2080,Loans,LOA108059851,MARTHA,Ali,929 King Edward Road,Cambridge,Cambridgeshire,CE733AV,17/11/49,07012639903,MARTHAAli@o2.co.uk,,,d62158481,,ALF8062377,22/02/17,06/11/18,12/01/16,15/10/16
2081,Motor,MOT441231724,JASMINE,King,987 St Phillan's Lane,Belfast,Ulster,BF875RN,20/05/37,07321105494,JKing@o2.com,UJ08BRG,King6759821,d66826453,abi81674817590,ALF9968057,10/12/18,31/08/17,02/06/18,14/12/16
2082,Loans,LOA163854130,BOBBY,Lewis,837 Richmond Street,Swansea,West Glamorgan,SA818LU,17/10/99,07765547448,BOBBYLewis@o2.uk,,,d20012804,,ALF0313100,13/03/18,05/07/16,16/07/16,25/05/15
2083,Loans,LOA572169330,JAXON,Fisher,399 Broomfield By-Pass,Peterborough,Cambridgeshire,PB857IG,05/07/54,07740330788,JAXON_Fisher744@icloud.co.uk,,,d54024278,,ALF6239630,05/07/17,19/01/18,27/02/16,13/04/16
2084,Van,VAN591255667,BELLA,Cook,285 Coniston Close,Preston,Lancashire,PR876TU,26/02/97,07442557638,BELLA_Cook354@o2.co.uk,XA37HJM,Cook12057954,d99394622,abi04994577881,ALF6059929,22/09/16,26/12/15,14/06/18,08/05/18
2085,MP,MP6049025008,MUHAMMAD,Carter,514 Braeside Leaze,Bradford,West Yorkshire,BR138WC,31/08/43,07914699619,M_Carter@godaddy.com,JO30KAF,Carter3278411,d84064412,abi72633935828,ALF8165858,09/12/15,25/09/15,13/10/18,09/03/18
2086,MP,MP9997390518,FELIX,Cox,608 West End,Nottingham,Nottinghamshire,NT928DZ,06/01/69,07520770705,FCox@vodafone.uk,ZS50UAO,Cox36874091,d23703644,abi12186801649,ALF5535802,23/11/16,09/03/19,31/01/17,24/04/19
2087,HH,HH8489419854,ELLA,Marshall,556 Agate Court,Brighton,East Sussex,BN587QI,16/08/61,07283767449,EMarshall@virgin.uk.mail,,,d49820015,,ALF1644158,04/02/19,23/10/18,16/07/18,24/11/16
2088,Travel,TRA492610904,GEORGE,Watson,411 Spencer Close,Bristol,Avon,BL122TX,09/08/61,07588144237,G_Watson599@yahoo.com,,,d4534352,,ALF7688229,29/07/18,28/04/17,24/11/18,25/08/15
2089,MP,MP5965370075,ELIZA,Watson,162 Canal Street,Leeds,West Yorkshire,LD864YE,02/08/83,07365524533,ELIZAWatson@icloud.com,GT63XUA,Watson90520591,d73253662,abi70059420658,ALF0825481,11/01/18,24/06/15,15/04/18,30/04/16
2090,Motor,MOT265049795,MOHAMMAD,Campbell,212 Forest House Lane,Derby,Derbyshire,DB576RG,04/10/58,07638154515,MOHAMMADCampbell823@vodafone.uk,PJ32EHS,Campbel71079277,d86576470,abi62418977611,ALF4389700,22/11/17,26/03/18,02/08/18,08/11/18
2091,Motor,MOT004560998,KAI,Ellis,269 Northwood Hey,Leicester,Leicestershire,LC803LU,19/11/79,07420167871,KEllis@googlemail.co.uk,VR58PEE,Ellis49107663,d34016639,abi97251470287,ALF8364898,05/06/17,25/02/17,30/07/18,23/02/17
2092,Travel,TRA785833691,AMBER,Davies,551 Kingsley Road,Nottingham,Nottinghamshire,NT621OB,21/06/53,07891642387,AMBER_Davies119@vodafone.uk,,,d16343547,,ALF1638568,06/09/16,02/01/16,12/02/15,08/12/18
2093,MP,MP3767757572,AURORA,Richardson,799 Oak Lane,Wolverhampton,West Midlands,WV855AG,18/01/74,07934122871,A_Richardson@vodafone.com,PJ63DOO,Richard75640513,d38730395,abi18601747670,ALF9770758,24/05/15,23/02/15,13/11/17,27/06/16
2094,Van,VAN214165512,OLLIE,Mills,570 Rowan Avenue,Salford,Greater Manchester,SF700TM,20/10/73,07132574814,OLLIEMills235@godaddy.com,TO85KDL,Mills92696405,d38898758,abi62701059612,ALF8351641,13/04/19,01/04/18,19/02/16,10/03/15
2095,Motor,MOT817603844,OLLIE,Mills,570 Rowan Avenue,Salford,Greater Manchester,SF700TM,20/10/73,07132574814,OLLIEMills235@godaddy.com,DA87KQN,Mills92696405,d38898758,abi24524214340,ALF8351641,13/01/16,30/04/15,06/08/16,11/06/17
2096,Van,VAN938599440,OLLIE,Mills,570 Rowan Avenue,Salford,Greater Manchester,SF700TM,20/10/73,07132574814,OLLIEMills235@godaddy.com,IT27WYU,Mills92696405,d38898758,abi33123885180,ALF8351641,15/05/18,11/04/18,28/12/18,14/07/18
2097,Loans,LOA648258364,FLORENCE,Morgan,374 North Avenue,Coventry,West Midlands,CV421HT,26/06/00,07831626527,FLORENCEMorgan60@icloud.co.uk,,,d57509092,,ALF9783344,07/04/17,13/08/17,14/10/16,10/04/15
2098,Travel,TRA384974338,ELLIE,King,790 North Road,Milton Keynes,Buckinghamshire,MK216NP,05/07/86,07805412776,ELLIEKing339@ee.com,,,d1055484,,ALF8794880,29/06/16,10/10/18,09/02/15,06/11/18
2099,MP,MP9416007008,THEA,Green,751 Chilton Maltings,Preston,Lancashire,PR423TL,09/10/64,07986027063,THEA_Green@yahoo.com,RL76SMR,Green39279520,d86221822,abi94874640781,ALF6799476,05/02/17,20/10/18,04/04/19,23/08/17
2100,Loans,LOA896089089,GRACE,Jenkins,204 Gallop Way,Nottingham,Nottinghamshire,NT290YK,20/01/49,07826846056,GRACE_Jenkins@virginmail.com,,,d91532740,,ALF2666023,26/01/18,11/01/17,25/02/19,26/04/17
2101,Motor,MOT104518394,WILLIAM,Evans,944 Richmond Road,Leicester,Leicestershire,LC625ZO,06/11/86,07182181507,WILLIAMEvans@o2.com,PA15EKA,Evans77866147,d79997606,abi22263818691,ALF2185449,28/06/18,02/08/17,11/11/17,09/08/15
2102,Loans,LOA600554649,ROBYN,King,740 Lloyd Elms,Northampton,Northamptonshire,NN556PP,23/09/68,07880532262,R_King390@googlemail.co.uk,,,d77324519,,ALF6350602,30/01/15,06/03/19,06/12/17,25/08/18
2103,Van,VAN280319962,LYLA,Marshall,312 Thorold Road,Ipswich,Suffolk,IP130LY,17/09/84,07366433256,LMarshall119@googlemail.co.uk,QZ84KFK,Marshal21480322,d96760151,abi86960249098,ALF6859639,06/04/19,12/09/17,30/05/15,27/03/16
2104,Van,VAN777549515,ELLIOTT,Stevens,184 Pinewood Close,Swansea,West Glamorgan,SA547MX,01/03/86,07943049277,ELLIOTTStevens294@gmail.com,UC82ACN,Stevens65798420,d94664894,abi93764548631,ALF3551340,07/11/16,10/11/16,25/09/18,05/08/15
2105,MP,MP2591596953,ELIJAH,Rogers,511 Sheridan Cedars,Liverpool,Merseyside,LV445GR,28/02/35,07080523576,E_Rogers11@googlemail.com,OT58PHP,Rogers96478910,d59427732,abi55638501025,ALF0572917,25/01/15,26/04/18,18/02/19,08/07/16
2106,Motor,MOT260791989,ELIZABETH,Brown,327 Birchfield Lanes,Bolton,Greater Manchester,BO220YT,05/12/86,07607441659,EBrown@ee-mail.uk.com,OU93JTJ,Brown28591464,d69808982,abi65463628638,ALF0700204,08/07/16,31/01/18,20/09/17,01/06/18
2107,Motor,MOT872553365,ARCHIE,Lewis,689 Middle Road,Walsall,West Midlands,WL523LI,26/04/63,07750256255,A_Lewis437@virginmail.com,WH10OMY,Lewis87610304,d35929499,abi34956436013,ALF9918321,09/10/17,26/11/17,12/12/16,14/04/18
2108,Van,VAN038896947,HUGO,Young,536 Vicarage Lane,Mansfield,Nottinghamshire,MD387KN,26/04/54,07963407323,HUGOYoung716@plusnet.co.uk,XA48TWH,Young67262742,d77155975,abi22599105999,ALF4827993,18/11/18,31/05/18,05/11/16,02/09/17
2109,Motor,MOT605484431,ETHAN,Johnson,99 Birchfield Lanes,Kingston-upon-Hull,East Riding of Yorkshire,HL348AP,28/08/73,07436500102,ETHANJohnson@yahoo.com,NV92YJA,Johnson10402247,d52997361,abi65581498714,ALF7117771,20/10/15,01/02/19,03/11/17,13/02/17
2110,HH,HH7058829755,JESSICA,Webb,652 Napier Road,Maidstone,Kent,MS819KM,16/06/64,07196463217,JESSICA_Webb@vodafone.com,,,d15293565,,ALF5178918,28/11/17,03/02/18,03/02/15,05/02/18
2111,Motor,MOT961833279,LAYLA,Matthews,469 High Street,Blackburn,Lancashire,BK997PG,07/08/86,07090867492,LAYLAMatthews@virgin.uk.mail,JC55MGG,Matthew93911771,d91622835,abi07176094852,ALF2694393,31/07/16,20/03/18,13/10/16,20/09/17
2112,Van,VAN047682608,THEO,Scott,452 Mayfield Avenue,Sheffield,South Yorkshire,SH570MW,11/08/67,07442327946,THEOScott@icloud.com,HS44TBD,Scott38666754,d18727404,abi90286899683,ALF8349927,27/04/15,10/12/18,22/04/19,04/05/18
2113,MP,MP0202916405,ELLIOTT,Khan,647 Jasmine Close,Slough,Berkshire,SG830DP,14/03/76,07275135705,ELLIOTTKhan574@icloud.com,FL89HLR,Khan78162754,d87158160,abi94493555066,ALF3728604,04/12/18,09/09/17,05/10/17,01/02/18
2114,Loans,LOA667426787,MILLIE,Shaw,203 Springfield Road,Coventry,West Midlands,CV191QG,27/02/41,07373729813,MILLIEShaw454@o2.com,,,d71865411,,ALF8832532,27/01/18,14/10/15,13/11/18,31/12/16
2115,Van,VAN511525490,GABRIEL,Martin,218 Kings Road,Slough,Berkshire,SG902XT,04/03/46,07471445956,G_Martin158@virgin.com,WG51IUL,Martin22381760,d52409805,abi53632944687,ALF7500817,06/07/17,02/10/15,17/01/18,15/11/15
2116,MP,MP8528002350,JACK,Hughes,872 West End,Coventry,West Midlands,CV660WF,29/11/52,07177025175,J_Hughes974@gmail.com,OY27WGB,Hughes51930851,d21967545,abi90695187989,ALF4561222,11/06/16,31/05/18,25/12/15,20/07/18
2117,MP,MP3178877601,ALEX,Simpson,263 Constable Mead,Huddersfield,West Yorkshire,HD594ML,06/06/47,07339682831,ALEXSimpson@sky.com,VT21ZXF,Simpson86866502,d99829247,abi17558589932,ALF4136735,17/05/17,18/06/17,23/01/15,20/02/16
2118,MP,MP0864086860,HUGO,Powell,759 Quarry Road,Norwich,Norfolk,NH428FZ,26/12/39,07634054677,HUGOPowell213@ee.co.uk,NV14FYP,Powell78852644,d4626253,abi49856979256,ALF2266786,01/10/17,01/03/16,28/12/16,20/03/16
2119,Motor,MOT741449889,FINLEY,Bennett,163 South Street,Nottingham,Nottinghamshire,NT134HP,13/06/69,07310042317,FINLEY_Bennett@o2.com,HK70YPM,Bennett92876481,d34980113,abi57683355109,ALF6486015,21/03/15,20/12/15,12/09/16,30/03/15
2120,Van,VAN039037100,GRACIE,Hall,921 Churchill Road,Bradford,West Yorkshire,BR645VN,19/05/60,07895969660,GRACIEHall881@ee.co.uk,HY68SGQ,Hall846132,d79836102,abi28739262395,ALF8722635,13/12/18,29/01/18,05/05/15,27/10/15
2121,Motor,MOT436142285,DYLAN,Begum,812 Hornbeam Close,Glasgow,Clyde,GW197JZ,06/05/40,07086562871,D_Begum@plusnet.co.uk,CP19LPA,Begum32541787,d40398821,abi77510612338,ALF2313670,13/04/19,20/06/18,18/07/17,14/03/17
2122,Travel,TRA827668410,ELIZA,Morgan,908 Park Road,Southend-on-Sea,Essex,SS470KS,03/02/91,07224614288,ELIZAMorgan524@talktalk.net,,,d25353377,,ALF0951324,06/07/17,22/04/17,08/07/16,21/10/15
2123,Motor,MOT173121584,ELIZA,Lloyd,596 Agate Court,Bournemouth,Dorset,BH751KK,29/11/92,07964048451,ELloyd@gmail.com,PB14IAW,Lloyd13972409,d70407319,abi66873807131,ALF7796727,06/09/16,23/02/16,22/04/18,19/12/15
2124,Travel,TRA248211209,ELLIS,Singh,982 Lodge Road,Peterborough,Cambridgeshire,PB796WR,15/02/63,07520215180,ELLIS_Singh240@icloud.co.uk,,,d89061715,,ALF0949420,27/12/18,06/03/18,16/03/19,19/04/19
2125,Travel,TRA404334831,REGGIE,Griffiths,192 Hillside Close,Peterborough,Cambridgeshire,PB182KU,19/01/51,07037659119,RGriffiths933@virginmail.com,,,d54915119,,ALF6394769,02/10/17,09/02/17,24/08/16,24/09/17
2126,Motor,MOT411370522,SOPHIA,Robinson,230 Denham Hey,Chesterfield,Derbyshire,CD951ZL,26/02/64,07128636772,SOPHIARobinson378@gmail.com,DB59SIS,Robinso53057136,d2113121,abi37167547264,ALF2624640,06/12/17,08/01/18,22/10/15,31/01/16
2127,Travel,TRA243464250,REGGIE,Singh,712 Colchester Crest,Birmingham,West Midlands,BM623UI,25/07/98,07081310264,REGGIESingh892@o2.com,,,d44098912,,ALF1967612,04/09/17,16/06/17,10/11/15,15/06/18
2128,Travel,TRA113748533,VICTORIA,King,124 Carr Grove,Oxford,Oxfordshire,OX464UZ,29/07/37,07385629828,VICTORIAKing@virgin.uk.mail,,,d31361203,,ALF7721434,24/04/16,14/02/17,27/05/17,17/04/16
